# License
#	# RegulonDB is free for academic/noncommercial use
# User is not entitled to change or erase data sets of the RegulonDB
# database or to eliminate copyright notices from RegulonDB. Furthermore,
# User is not entitled to expand RegulonDB or to integrate RegulonDB partly
# or as a whole into other databank systems, without prior written consent
# from CCG-UNAM.
# Please check the license at https://regulondb.ccg.unam.mx/manual/aboutUs/terms-conditions
# Citation
#	# Heladia Salgado, Socorro Gama-Castro, et al., RegulonDB v12.0: a comprehensive resource of transcriptional regulation in E. coli K-12,
# Nucleic Acids Research, 2023;, gkad1072, https://doi.org/10.1093/nar/gkad1072
# RegulonDB Release: 13.5
# Contact
#	email:regulondb@ccg.unam.mx
#Date:
#	01-28-2025
## Columns:
## (1) regulatorId. Regulator identifier
## (2) regulatorName. Regulator Name
## (3) regulatorGeneName. Gene(s) coding for the TF
## (4) regulatedId. Transcription Unit ID regulated by the TF (regulated Transcription Unit)
## (5) regulatedName. Transcription Unit regulated by the TF (regulated Transcription Unit)
## (6) function. Regulatory Function of the TF on the regulated Transcription Unit (+ activator, - repressor, +- dual, ? unknown)
## (7) confidenceLevel. RI confidence level based on its evidence (Values: Confirmed[C], Strong[S], Weak[W], Unknown[?])
1)regulatorId	2)regulatorName	3)RegulatorGeneName	4)regulatedId	5)regulatedName	6)function	7)confidenceLevel 
RDBECOLICNC00063	ppGpp		RDBECOLITUC01790	cspA[cspAp1]	-	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC01799	osmC[osmCp1]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC01801	pth-ychF[pthp]	-	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC01812	gabDTP[gabDp1]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC01815	osmY[osmYp]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC01825	gadX[gadXp]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC01845	sufABCDSE[sufAp]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC01847	narU[narUp1]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC01849	isrC-flu[flup]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC01857	trxA[trxAp1]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC01858	trxA[trxAp2]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC01861	glsA-ybaT[glsAp]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC01873	patA[patAp]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC01886	yiiS-uspD[yiiSp]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC01891	argT-hisJQMP[argTp]	-	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC01893	yeaGH[yeaGp1]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC01903	pcnB-folk[pcnBp4]	-	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC01933	sra[srap]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC01938	csiD-ygaF-gabDTP[csiDp]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC01950	gadC[]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC01959	fadD-sroD[fadDp]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC01979	csrA[csrAp1]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02002	rmf[rmfp]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02015	leuL[leuLp1]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02020	ivbL[ivbLp]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02024	ilvL[ilvLp2]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02028	frr[frrp]	-	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02072	ariR[]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02096	leuV[]	-	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02099	infA-serW[]	-	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02106	argH[]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02184	rrsA-ileT-alaT-rrlA-rrfA[rrsAp]	-	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02187	mnmG-rsmG[mnmGp2]	-	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02209	sgrST-setA[sgrSp2]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02210	aidB[aidBp2]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02217	rrsG-gltW-rrlG-rrfG[rrsGp]	-	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02219	dps[dpsp2]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02224	poxB[poxBp2]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02228	rrsC-gltU-rrlC-rrfC[rrsCp]	-	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02238	iraD[idlPp]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02241	csrA[csrAp]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02247	rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF[rrsDp]	-	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02252	gadBC[gadBp2]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02255	osmY[osmYp2]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02259	gabDTP[gabDp]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02264	hdeAB-yhiD[hdeAp2]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02267	pcnB-folK[pcnBp]	-	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02273	cfa[cfap]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02279	csgDEFG[csgDp3]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02280	patA[patAp2]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02291	gadAX[gadAp2]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02292	rrsH-ileV-alaV-rrlH-rrfH[rrsHp]	-	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02294	ftsQAZ[ftsQp]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02298	rrsB-gltT-rrlB-rrfB[rrsBp]	-	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02300	rrsE-gltV-rrlE-rrfE[rrsEp3]	-	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02301	rpoE-rseABC[rpoEp]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02302	hdeD[hdeDp2]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02307	bolA[bolAp]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02325	csrB[csrBp]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02330	csrC[csrCp]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02334	hdeD[hdeDp]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02369	osmF-yehYXW[osmFp1]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02387	gadEF-mdtEF[gadEp2]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02431	blc[blcp]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02433	cspD[cspDp]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02439	katE[katEp]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02484	rpsO-pnp[rpsOp]	-	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02497	ilvIH[ilvIp2]	-	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02501	talA-tktB[talAp1]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02534	agp[agpp]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02586	yiaG[yiaGp]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02591	msyB[msyBp]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02595	ybjP[ybjPp]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02648	treF[treFp]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02651	rssB[rssBp]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02664	fbaB[fbaBp]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02668	rpsO[rpsOp]	-	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02699	rpmE[rpmEp2]	-	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02724	uspC[]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02738	yahO[yahOp]	+	? 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02749	ybeL[ybeLp]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02762	yhbO[]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02769	yhhA[]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02799	yjfY[]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02844	ysgA[ysgAp]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02860	yccU[]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02866	ycgB[ycgBp]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02869	ychH[ychHp]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02880	ydcK[]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02898	yedP[]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02955	dacC[dacCp]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC02969	ggt[]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03043	argI[argIp]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03058	dusB-fis[dusBp]	-	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03069	ivbL-ilvBN[ivbLp]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03117	fadL[fadLp]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03132	aidB[aidBp1]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03158	glgCAP[glgCp1]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03160	speC[speCp]	-	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03175	hns[hnsp]	-	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03211	dps[dpsp]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03213	thrLABC[thrLp]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03214	leuLABCD[leuLp1]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03216	lrp[lrpp]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03218	livJ[livJp]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03293	dnaAN-recF[dnaAp1]	-	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03312	glgS[glgSp1]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03315	hdeAB-yhiD[hdeAp]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03342	otsBA[otsBp1]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03352	prfB-lysS[]	-	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03367	rpmH-rnpA[rpmHp1]	-	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03368	rpoE-rseABC[rpoEp2a]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03370	rpsB-tsf[rpsBp]	-	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03371	rpsF-priB-rpsR-rplI[rpsFp]	-	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03410	cbpAM[cbpAp1]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03411	osmB[osmBp1]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03419	treA[treAp]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03433	fimB[fimBp2]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03452	uspA[uspAp1]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03462	rpoS[rpoSp]	-	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03487	glgCAP[glgCp2]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03502	pyrLBI[pyrLp2]	-	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03514	metZWV[metZp]	-	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03521	argX-hisR-leuT-proM[argXp]	-	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03522	thrU-tyrU-glyT-thrT-tufB[thrUp]	-	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03524	leuX[leuXp]	-	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03525	metT-leuW-glnUW-metU-glnVX[metTp]	-	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03526	serW[serWp2]	-	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03529	tyrTV-tpr[tyrTp]	-	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03543	rseABC[rseAp3]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03589	ybgA-phr[ybgAp1]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03593	gadBC[gadBp]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03620	mazEFG[mazEp1]	-	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03623	ilvLXG_1G_2MEDA[ilvLp2]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03625	poxB[poxBp1]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03641	dnaAN-recF[dnaAp2]	-	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03652	hmp[hmpp]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03675	acnA[acnAp2]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03690	tgt-yajC[tgtp]	-	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03691	queA[queAp]	-	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03830	fkpA[fkpAp1]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03839	rrsA-ileT-alaT-rrlA-rrfA[rrsAp1]	-	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03840	rrsB-gltT-rrlB-rrfB[rrsBp1]	-	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03841	rrsC-gltU-rrlC-rrfC[rrsCp1]	-	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03843	rrsE-gltV-rrlE-rrfE[rrsEp1]	-	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03844	rrsG-gltW-rrlG-rrfG[rrsGp1]	-	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03846	rrsH-ileV-alaV-rrlH-rrfH[rrsHp1]	-	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03848	rrsD-ileU-alaU-rrlD-rrfD-thrV-rrfF[rrsDp1]	-	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03854	uspB[uspBp]	+	W 
RDBECOLICNC00063	ppGpp		RDBECOLITUC03856	efp[efpp]	-	W 
RDBECOLIPDC00358	DsrA	dsrA	RDBECOLITUC03175	hns[hnsp]	-	S 
RDBECOLIPDC00358	DsrA	dsrA	RDBECOLITUC03216	lrp[lrpp]	-	S 
RDBECOLIPDC00358	DsrA	dsrA	RDBECOLITUC03241	rbsDACBZKR[rbsDp]	-	S 
RDBECOLIPDC00358	DsrA	dsrA	RDBECOLITUC03462	rpoS[rpoSp]	+	W 
RDBECOLIPDC00616	Pnp	pnp	RDBECOLITUC02482	pnp[pnpp]	-	W 
RDBECOLIPDC00675	RplA	rplA	RDBECOLITUC02444	rplKAJL-rpoBC[rplKp]	-	W 
RDBECOLIPDC00685	RplM	rplM	RDBECOLITUC03363	rplM-rpsI[rplMp]	-	S 
RDBECOLIPDC00692	RplT	rplT	RDBECOLITUC01416	rpmI-rplT[rpmIp]	-	S 
RDBECOLIPDC00696	RplY	rplY	RDBECOLITUC00781	None[rplVp]	-	S 
RDBECOLIPDC00700	RpmE	rpmE	RDBECOLITUC02699	rpmE[rpmEp2]	-	S 
RDBECOLIPDC00706	RpsA	rpsA	RDBECOLITUC02482	pnp[pnpp]	+	W 
RDBECOLIPDC00706	RpsA	rpsA	RDBECOLITUC02668	rpsO[rpsOp]	+	W 
RDBECOLIPDC00707	RpsB	rpsB	RDBECOLITUC03370	rpsB-tsf[rpsBp]	-	W 
RDBECOLIPDC00712	RpsG	rpsG	RDBECOLITUC03373	rpsLG-fusA-tufA[rpsLp]	-	W 
RDBECOLIPDC00713	RpsH	rpsH	RDBECOLITUC03364	rplNXE-rpsNH-rplFR-rpsE-rpmD-rplO-secY-rpmJ[rplNp]	-	S 
RDBECOLIPDC00720	RpsO	rpsO	RDBECOLITUC02668	rpsO[rpsOp]	-	C 
RDBECOLIPDC01031	CsrA	csrA	RDBECOLITUC01744	iraD[iraDp1]	-	S 
RDBECOLIPDC01031	CsrA	csrA	RDBECOLITUC02238	iraD[idlPp]	-	S 
RDBECOLIPDC01031	CsrA	csrA	RDBECOLITUC03834	moaABCDE[moaAp2]	+	C 
RDBECOLIPDC03275	GcvB	gcvB	RDBECOLITUC00443	purU[purUp]	-	W 
RDBECOLIPDC03275	GcvB	gcvB	RDBECOLITUC00891	kgtP[]	-	W 
RDBECOLIPDC03275	GcvB	gcvB	RDBECOLITUC01061	sstT[sstTp]	-	W 
RDBECOLIPDC03275	GcvB	gcvB	RDBECOLITUC01132	asd[]	-	W 
RDBECOLIPDC03275	GcvB	gcvB	RDBECOLITUC01301	gltP[]	-	W 
RDBECOLIPDC03275	GcvB	gcvB	RDBECOLITUC01330	cycA[cycAp]	-	W 
RDBECOLIPDC03275	GcvB	gcvB	RDBECOLITUC01597	tcyJ[tcyJp]	-	W 
RDBECOLIPDC03275	GcvB	gcvB	RDBECOLITUC01809	inaA[inaAp]	-	W 
RDBECOLIPDC03275	GcvB	gcvB	RDBECOLITUC02279	csgDEFG[csgDp3]	-	W 
RDBECOLIPDC03275	GcvB	gcvB	RDBECOLITUC02342	asnB[asnBp]	-	W 
RDBECOLIPDC03275	GcvB	gcvB	RDBECOLITUC02844	ysgA[ysgAp]	-	W 
RDBECOLIPDC03275	GcvB	gcvB	RDBECOLITUC02884	ydeE[]	-	S 
RDBECOLIPDC03275	GcvB	gcvB	RDBECOLITUC02983	nlpA[nlpAp]	-	W 
RDBECOLIPDC03275	GcvB	gcvB	RDBECOLITUC03104	trpLEDCBA[trpLp]	-	W 
RDBECOLIPDC03275	GcvB	gcvB	RDBECOLITUC03148	asnA[asnAp]	-	W 
RDBECOLIPDC03275	GcvB	gcvB	RDBECOLITUC03216	lrp[lrpp]	-	S 
RDBECOLIPDC03275	GcvB	gcvB	RDBECOLITUC03241	rbsDACBZKR[rbsDp]	-	W 
RDBECOLIPDC03275	GcvB	gcvB	RDBECOLITUC03256	oppABCDF[oppAp]	-	W 
RDBECOLIPDC03275	GcvB	gcvB	RDBECOLITUC03296	dppABCDF[dppAp]	-	W 
RDBECOLIPDC03275	GcvB	gcvB	RDBECOLITUC03347	phoPQ[phoPp1]	-	S 
RDBECOLIPDC03275	GcvB	gcvB	RDBECOLITUC03415	csgDEFG[csgDp1]	-	W 
RDBECOLIPDC03411	McaS	mcaS	RDBECOLITUC02279	csgDEFG[csgDp3]	-	S 
RDBECOLIPDC03411	McaS	mcaS	RDBECOLITUC03172	flhDC[flhDp]	+	W 
RDBECOLIPDC03411	McaS	mcaS	RDBECOLITUC03415	csgDEFG[csgDp1]	-	S 
RDBECOLIPDC03413	GadY	gadY	RDBECOLITUC01545	gadXW[gadXp]	+	W 
RDBECOLIPDC03508	MicF	micF	RDBECOLITUC01937	cpxRA[cpxRp]	-	W 
RDBECOLIPDC03508	MicF	micF	RDBECOLITUC02249	ompF[ompFp2]	-	W 
RDBECOLIPDC03508	MicF	micF	RDBECOLITUC02304	cpxRA[cpxRp2]	-	W 
RDBECOLIPDC03508	MicF	micF	RDBECOLITUC03087	ompF[ompFp]	-	W 
RDBECOLIPDC03508	MicF	micF	RDBECOLITUC03123	phoE[phoEp]	-	W 
RDBECOLIPDC03508	MicF	micF	RDBECOLITUC03216	lrp[lrpp]	-	S 
RDBECOLIPDC03909	OxyS	oxyS	RDBECOLITUC03172	flhDC[flhDp]	-	S 
RDBECOLIPDC03909	OxyS	oxyS	RDBECOLITUC03462	rpoS[rpoSp]	-	W 
RDBECOLIPDC04122	ChiX	chiX	RDBECOLITUC00270	dpiBA[dpiBp1]	-	S 
RDBECOLIPDC04122	ChiX	chiX	RDBECOLITUC00289	chiZPQ[chiZp]	-	S 
